,ID,Suc_flag,ARPU,PromCnt12,PromCnt36,PromCntMsg12,PromCntMsg36,Class,Age,Gender,HomeOwner,AvgARPU,AvgHomeValue,AvgIncome,Age_empflag,AvgHomeValue_empflag,AvgIncome_empflag,Age_group1,Age_group2
7737,156866,1,125.0,3.65,5.0,1.4,2.0,2,75.0,M,H,60.4669763,339300.0,79882.0,False,False,False,"(69, 86]","(69.75, 86]"
7738,156877,0,,2.5,5.5,0.8,0.8,4,84.0,M,U,56.67218235,382100.0,79882.0,False,False,False,"(69, 86]","(69.75, 86]"
7739,156885,1,75.0,2.9,7.0,1.0,2.2,3,75.0,F,H,52.98948874,180300.0,79882.0,False,False,False,"(69, 86]","(69.75, 86]"
7740,156903,1,15.0,3.4,5.75,1.2,1.8,1,58.0,M,H,51.56858527,230700.0,79882.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
7741,156929,1,75.0,3.4,7.5,1.2,2.6,2,59.1589722451,U,U,52.82679748,268800.0,80224.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
7742,156937,1,85.0,2.4,3.75,0.8,1.2,4,39.0,M,H,51.70504176,160500.0,61999.0,False,False,False,"[21, 51]","(37.25, 53.5]"
7743,156959,0,,3.25,8.75,1.2,3.4,2,59.1589722451,M,U,61.25094864,218800.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
7744,156961,0,,2.0,6.25,0.8,2.6,2,80.0,F,H,60.86093519,231200.0,61999.0,False,False,False,"(69, 86]","(69.75, 86]"
7745,156997,1,125.0,2.9,5.75,1.0,2.0,2,59.1589722451,F,U,59.07208453,186900.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
7746,157003,0,,3.25,8.75,1.2,3.4,3,48.0,F,U,52.11659642,282200.0,53513.4573612,False,False,True,"[21, 51]","(37.25, 53.5]"
7747,157039,1,35.0,3.15,6.5,1.0,2.2,1,75.0,M,H,52.23634011,285400.0,80224.0,False,False,False,"(69, 86]","(69.75, 86]"
7748,157061,1,125.0,3.65,8.25,1.4,1.2,2,59.1589722451,F,U,67.27534978,588600.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
7749,157100,1,135.0,4.15,9.25,1.4,3.4,2,50.0,F,U,58.5782937,255600.0,53513.4573612,False,False,True,"[21, 51]","(37.25, 53.5]"
7750,157104,0,,2.0,5.75,0.6,2.0,2,83.0,F,H,54.16761456,373700.0,101793.0,False,False,False,"(69, 86]","(69.75, 86]"
7751,157106,1,130.0,3.65,8.5,1.4,3.4,2,46.0,F,H,64.18541682,588600.0,101793.0,False,False,False,"[21, 51]","(37.25, 53.5]"
7752,157108,0,,2.5,7.25,0.8,2.4,4,59.1589722451,M,U,55.29362389,472500.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
7753,157131,0,,3.25,8.5,1.2,3.2,4,82.0,F,U,51.34350225,76100.0,56543.0,False,False,False,"(69, 86]","(69.75, 86]"
7754,157153,1,75.0,3.9,8.75,1.4,3.4,2,82.0,M,H,58.94431531,105800.0,69288.0,False,False,False,"(69, 86]","(69.75, 86]"
7755,157185,1,25.0,4.15,7.5,1.2,2.2,1,59.1589722451,F,U,51.3638275,187800.0,81759.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
7756,157204,1,100.0,3.65,8.0,1.4,1.2,4,55.0,F,H,56.36964239,240000.0,46867.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
7757,157207,0,,2.5,4.25,0.8,1.4,2,47.0,F,H,61.1508994,187500.0,83714.0,False,False,False,"[21, 51]","(37.25, 53.5]"
7758,157213,1,100.0,3.9,6.75,1.0,2.0,4,59.1589722451,F,U,51.31389297,190900.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
7759,157251,0,,2.75,6.25,1.0,2.4,2,52.0,F,H,65.3740604,545700.0,122790.0,False,False,False,"(51, 59.159]","(37.25, 53.5]"
7760,157260,0,,2.75,7.75,1.0,2.8,4,69.0,F,H,56.72936827,477300.0,122790.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
7761,157275,1,50.0,2.4,5.5,1.0,2.6,4,77.0,F,H,53.89866915,345400.0,122790.0,False,False,False,"(69, 86]","(69.75, 86]"
7762,157284,1,100.0,2.9,6.0,1.0,0.8,4,82.0,F,H,59.10547969,550000.0,88905.0,False,False,False,"(69, 86]","(69.75, 86]"
7763,157295,1,175.0,3.65,7.75,1.4,1.2,3,82.0,U,H,59.3948824,550000.0,88905.0,False,False,False,"(69, 86]","(69.75, 86]"
7764,157307,1,150.0,3.15,4.0,1.2,1.4,2,37.0,M,H,62.71320365,325400.0,47580.0,False,False,False,"[21, 51]","(20.935, 37.25]"
7765,157310,1,50.0,2.9,5.5,1.0,1.8,3,53.0,F,H,52.57424466,226300.0,80552.0,False,False,False,"(51, 59.159]","(37.25, 53.5]"
7766,157311,1,125.0,3.9,7.0,1.4,2.6,2,77.0,M,H,62.04978908,534400.0,80552.0,False,False,False,"(69, 86]","(69.75, 86]"
7767,157374,0,,6.25,8.25,1.8,2.6,2,59.1589722451,F,H,49.84460243,205800.0,74492.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
7768,157398,0,,3.25,8.25,1.2,1.2,4,65.0,U,U,58.47620419,477100.0,53513.4573612,False,False,True,"(59.159, 69]","(53.5, 69.75]"
7769,157425,1,125.0,3.9,9.0,1.6,1.4,2,52.0,M,U,62.76705263,112179.202755,53513.4573612,False,True,True,"(51, 59.159]","(37.25, 53.5]"
7770,157427,1,25.0,5.9,11.0,2.0,4.0,1,51.0,F,U,49.35568387,178800.0,53513.4573612,False,False,True,"[21, 51]","(37.25, 53.5]"
7771,157460,0,,3.5,8.5,1.2,3.2,3,48.0,M,U,53.97838456,481500.0,53513.4573612,False,False,True,"[21, 51]","(37.25, 53.5]"
7772,157467,0,,3.25,5.0,1.2,2.0,3,59.1589722451,F,U,50.46167645,262300.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
7773,157481,1,95.0,3.15,8.25,1.4,3.4,1,45.0,U,U,58.48510153,243900.0,53513.4573612,False,False,True,"[21, 51]","(37.25, 53.5]"
7774,157486,0,,3.25,8.0,1.2,3.0,1,48.0,F,U,58.6454611,299200.0,53513.4573612,False,False,True,"[21, 51]","(37.25, 53.5]"
7775,157530,0,,3.25,8.5,1.2,3.2,4,59.1589722451,F,U,52.09340426,134400.0,67216.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
7776,157536,1,85.0,2.65,4.0,1.0,1.4,4,78.0,F,H,53.06660966,300900.0,67216.0,False,False,False,"(69, 86]","(69.75, 86]"
7777,157565,0,,2.5,2.5,0.8,0.8,2,47.0,M,H,63.58396045,387300.0,97577.0,False,False,False,"[21, 51]","(37.25, 53.5]"
7778,157573,1,235.0,4.15,7.0,1.6,1.4,3,59.1589722451,U,U,71.41377503,243800.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
7779,157660,1,100.0,3.15,7.75,1.4,3.0,1,65.0,F,H,63.23855479,581100.0,92510.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
7780,157672,1,50.0,2.65,6.5,1.0,0.8,4,66.0,M,H,58.70492153,420600.0,92510.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
7781,157687,1,75.0,3.65,8.25,1.4,3.0,2,59.0,F,H,55.70254288,495400.0,118804.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
7782,157707,0,,3.25,6.75,1.2,2.6,3,52.0,F,H,63.27741042,265600.0,50882.0,False,False,False,"(51, 59.159]","(37.25, 53.5]"
7783,157715,0,,3.25,8.25,1.2,3.4,1,59.1589722451,M,U,49.91497297,216900.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
7784,157728,1,100.0,3.65,8.0,1.4,1.2,4,59.1589722451,M,U,56.11512607,210200.0,50882.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
7785,157739,1,70.0,3.65,8.0,1.2,2.8,3,70.0,M,U,52.32265077,227800.0,50882.0,False,False,False,"(69, 86]","(69.75, 86]"
7786,157775,0,,3.0,6.75,1.2,2.6,2,73.0,M,H,51.08502084,192500.0,52792.0,False,False,False,"(69, 86]","(69.75, 86]"
7787,157793,1,100.0,3.65,8.5,1.4,3.2,4,58.0,M,H,52.69701027,211500.0,52792.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
7788,157807,1,80.0,3.65,8.0,1.4,3.0,3,73.0,M,H,52.51362863,255900.0,52792.0,False,False,False,"(69, 86]","(69.75, 86]"
7789,157817,1,55.0,3.65,8.0,1.4,3.4,3,56.0,F,H,51.49775088,235600.0,52792.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
7790,157826,1,75.0,5.65,10.25,1.8,3.6,2,59.1589722451,F,U,50.45417087,238700.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
7791,157828,1,80.0,3.65,6.25,1.4,2.4,3,59.1589722451,U,U,51.49572471,302500.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
7792,157860,1,20.0,3.4,7.5,1.4,3.0,1,40.0,M,U,51.74036479,366300.0,53513.4573612,False,False,True,"[21, 51]","(37.25, 53.5]"
7793,157883,0,,3.5,8.25,1.2,3.0,3,52.0,M,U,52.90158248,366300.0,53513.4573612,False,False,True,"(51, 59.159]","(37.25, 53.5]"
7794,157904,1,30.0,3.4,8.0,1.4,3.2,1,53.0,F,H,51.50647245,219000.0,82927.0,False,False,False,"(51, 59.159]","(37.25, 53.5]"
7795,157947,1,25.0,3.4,7.75,1.4,2.8,1,59.1589722451,F,H,51.83998134,202200.0,81967.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
7796,157967,0,,3.25,8.75,1.2,3.4,4,48.0,F,H,54.42576112,351300.0,81967.0,False,False,False,"[21, 51]","(37.25, 53.5]"
7797,157973,1,60.0,3.4,4.25,1.0,1.2,3,77.0,M,H,51.57793931,196700.0,93247.0,False,False,False,"(69, 86]","(69.75, 86]"
7798,157988,1,50.0,3.9,8.0,1.4,3.0,1,59.1589722451,F,U,50.24171416,229400.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
7799,158022,1,75.0,2.4,6.0,1.0,2.8,2,79.0,F,H,51.59379279,238000.0,93247.0,False,False,False,"(69, 86]","(69.75, 86]"
7800,158058,1,25.0,2.4,6.75,1.0,2.6,2,54.0,M,U,50.86079671,168500.0,53513.4573612,False,False,True,"(51, 59.159]","(53.5, 69.75]"
7801,158095,0,,3.25,7.5,1.2,2.8,2,59.1589722451,M,U,60.21908429,316600.0,46879.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
7802,158101,1,75.0,2.9,3.75,1.0,1.2,4,80.0,M,H,53.59448005,366800.0,70882.0,False,False,False,"(69, 86]","(69.75, 86]"
7803,158143,1,80.0,3.65,8.5,1.4,3.4,4,57.0,M,U,50.02562405,62000.0,53513.4573612,False,False,True,"(51, 59.159]","(53.5, 69.75]"
7804,158153,1,75.0,2.15,4.5,0.8,1.4,4,81.0,F,H,53.07538992,240300.0,44944.0,False,False,False,"(69, 86]","(69.75, 86]"
7805,158198,0,,2.75,6.0,1.0,2.2,2,59.1589722451,M,U,59.98512147,290900.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
7806,158205,0,,3.0,8.0,1.0,2.8,2,51.0,U,U,52.4279848,319500.0,53513.4573612,False,False,True,"[21, 51]","(37.25, 53.5]"
7807,158213,1,25.0,3.9,7.75,1.4,2.6,1,59.1589722451,M,U,49.64536219,121700.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
7808,158245,1,25.0,3.4,8.0,1.4,3.4,1,59.1589722451,M,U,49.77169138,199300.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
7809,158307,0,,3.5,7.75,1.2,2.6,1,59.1589722451,F,U,53.31018519,475000.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
7810,158331,0,,3.25,5.25,1.2,2.0,4,80.0,F,U,50.16471037,160200.0,53513.4573612,False,False,True,"(69, 86]","(69.75, 86]"
7811,158355,1,75.0,2.9,3.5,1.2,1.0,2,49.0,M,H,59.35363822,185700.0,41531.0,False,False,False,"[21, 51]","(37.25, 53.5]"
7812,158366,0,,3.25,7.0,1.2,2.6,2,59.1589722451,F,U,51.00669409,203500.0,41531.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
7813,158387,0,,3.5,8.25,1.2,1.2,2,81.0,F,U,54.69363831,184600.0,39019.0,False,False,False,"(69, 86]","(69.75, 86]"
7814,158389,1,60.0,3.65,8.25,1.4,3.4,1,86.0,M,H,51.31170456,297100.0,41531.0,False,False,False,"(69, 86]","(69.75, 86]"
7815,158390,1,50.0,3.65,8.25,1.4,3.2,2,60.0,F,U,50.18988065,95000.0,48463.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
7816,158396,0,,3.5,7.75,1.0,2.6,2,59.1589722451,U,U,50.84163367,217600.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
7817,158436,0,,4.0,7.5,1.2,2.6,4,71.0,M,H,51.82643291,224700.0,44975.0,False,False,False,"(69, 86]","(69.75, 86]"
7818,158454,1,60.0,4.65,9.25,1.4,3.2,3,31.0,U,H,52.08053596,232600.0,58963.0,False,False,False,"[21, 51]","(20.935, 37.25]"
7819,158460,1,75.0,3.65,8.75,1.4,1.2,4,68.0,F,U,56.59360768,181800.0,44975.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
7820,158476,0,,1.25,3.75,0.6,1.4,1,38.0,M,U,50.27136567,186900.0,53513.4573612,False,False,True,"[21, 51]","(37.25, 53.5]"
7821,158503,0,,3.0,7.5,1.2,3.0,1,73.0,M,H,50.47853489,193500.0,39019.0,False,False,False,"(69, 86]","(69.75, 86]"
7822,158506,1,75.0,2.65,6.25,1.0,0.8,3,45.0,F,H,54.56811279,165400.0,39019.0,False,False,False,"[21, 51]","(37.25, 53.5]"
7823,158517,1,105.0,3.65,8.5,1.4,3.2,4,63.0,F,H,52.59787368,220000.0,39019.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
7824,158534,1,125.0,3.9,8.5,1.4,3.2,2,49.0,F,H,62.49981795,254100.0,52275.0,False,False,False,"[21, 51]","(37.25, 53.5]"
7825,158545,1,500.0,3.15,4.5,1.2,1.6,3,37.0,F,U,76.69599476,460100.0,82711.0,False,False,False,"[21, 51]","(20.935, 37.25]"
7826,158567,1,30.0,3.4,6.75,1.2,2.8,1,86.0,U,U,49.00001312,172200.0,53513.4573612,False,False,True,"(69, 86]","(69.75, 86]"
7827,158609,0,,2.5,3.75,0.8,1.2,2,42.0,M,H,60.82838525,358200.0,47394.0,False,False,False,"[21, 51]","(37.25, 53.5]"
7828,158615,1,75.0,2.9,6.75,1.0,2.2,3,71.0,F,U,53.37519094,287500.0,47394.0,False,False,False,"(69, 86]","(69.75, 86]"
7829,158678,1,20.0,3.15,7.5,1.2,2.6,1,59.1589722451,F,U,51.02276417,214900.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
7830,158679,1,80.0,3.9,8.25,1.4,3.0,4,59.1589722451,M,H,52.79136787,221100.0,67524.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
7831,158718,0,,2.75,7.25,1.0,2.6,2,59.1589722451,U,U,51.12778112,206400.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
7832,158729,1,35.0,3.65,6.5,1.4,2.4,1,39.0,F,H,50.25648022,189000.0,44777.0,False,False,False,"[21, 51]","(37.25, 53.5]"
7833,158737,0,,3.5,8.75,1.2,3.2,2,70.0,M,H,62.37622427,340600.0,71846.0,False,False,False,"(69, 86]","(69.75, 86]"
7834,158788,0,,2.5,5.75,0.8,2.0,4,33.0,M,H,52.8423794,217000.0,80929.0,False,False,False,"[21, 51]","(20.935, 37.25]"
7835,158802,0,,2.75,7.0,1.0,2.4,4,43.0,F,H,57.01027711,563900.0,80929.0,False,False,False,"[21, 51]","(37.25, 53.5]"
7836,158808,1,30.0,2.9,5.25,1.0,1.6,1,65.0,M,H,52.34283874,284200.0,80929.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
7837,158813,1,50.0,3.9,8.5,1.4,3.0,2,80.0,M,H,52.37336112,227900.0,80929.0,False,False,False,"(69, 86]","(69.75, 86]"
7838,158816,1,55.0,3.9,8.5,1.4,3.0,2,61.0,F,U,52.41796553,232200.0,80929.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
7839,158822,1,50.0,3.15,6.0,1.0,2.0,4,53.0,F,U,52.66487232,230600.0,60392.0,False,False,False,"(51, 59.159]","(37.25, 53.5]"
7840,158833,0,,3.25,8.25,1.0,3.2,1,59.1589722451,F,U,50.91694637,301300.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
7841,158843,1,50.0,3.15,6.0,1.2,2.2,3,55.0,F,H,51.47137353,190500.0,47642.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
7842,158896,0,,2.75,6.75,0.8,2.0,3,79.0,F,H,53.72457845,297900.0,59351.0,False,False,False,"(69, 86]","(69.75, 86]"
7843,158932,0,,3.25,8.25,1.2,3.4,2,33.0,F,H,59.89356553,208200.0,48454.0,False,False,False,"[21, 51]","(20.935, 37.25]"
7844,158935,1,25.0,4.4,8.75,1.4,3.0,2,77.0,F,H,51.05208979,178100.0,48454.0,False,False,False,"(69, 86]","(69.75, 86]"
7845,158958,0,,3.0,6.0,0.8,1.6,3,75.0,F,U,51.40140633,187600.0,53513.4573612,False,False,True,"(69, 86]","(69.75, 86]"
7846,158960,0,,3.0,8.25,1.2,3.2,2,69.0,M,H,59.4199272,205400.0,45590.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
7847,158977,1,25.0,3.15,7.5,1.4,3.4,1,75.0,M,H,50.10294758,195100.0,45590.0,False,False,False,"(69, 86]","(69.75, 86]"
7848,158978,1,75.0,2.65,7.0,1.0,0.8,3,47.0,M,H,55.74117077,187600.0,45590.0,False,False,False,"[21, 51]","(37.25, 53.5]"
7849,158980,1,100.0,3.65,8.0,1.4,1.2,2,35.0,M,H,62.41455452,186200.0,45590.0,False,False,False,"[21, 51]","(20.935, 37.25]"
7850,159034,1,105.0,3.4,3.0,1.4,1.2,4,81.0,M,H,50.38844714,183400.0,44777.0,False,False,False,"(69, 86]","(69.75, 86]"
7851,159039,1,125.0,3.9,9.0,1.4,3.4,4,77.0,F,H,51.95441627,165600.0,44777.0,False,False,False,"(69, 86]","(69.75, 86]"
7852,159091,1,40.0,3.4,6.25,1.4,2.2,2,81.0,M,H,52.04101586,236700.0,71994.0,False,False,False,"(69, 86]","(69.75, 86]"
7853,159130,1,30.0,3.65,8.5,1.4,3.4,1,69.0,F,H,51.19617157,218600.0,71994.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
7854,159156,0,,3.25,6.75,1.2,2.6,2,43.0,M,H,58.68335172,222100.0,77112.0,False,False,False,"[21, 51]","(37.25, 53.5]"
7855,159171,1,75.0,2.9,6.25,1.0,2.0,2,64.0,F,H,52.19455556,196800.0,77112.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
7856,159174,1,50.0,3.65,8.0,1.2,2.6,2,82.0,F,H,52.01413213,170900.0,77112.0,False,False,False,"(69, 86]","(69.75, 86]"
7857,159178,1,50.0,3.65,8.5,1.4,3.4,2,59.1589722451,M,H,52.34403715,276500.0,77112.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
7858,159180,1,50.0,3.65,8.0,1.4,1.2,2,45.0,M,H,55.63996739,222100.0,77112.0,False,False,False,"[21, 51]","(37.25, 53.5]"
7859,159208,0,,3.25,8.75,1.2,3.4,3,53.0,F,H,70.82361798,500000.0,75307.0,False,False,False,"(51, 59.159]","(37.25, 53.5]"
7860,159257,0,,2.25,6.75,0.8,2.8,2,79.0,F,H,53.71500885,443000.0,53913.0,False,False,False,"(69, 86]","(69.75, 86]"
7861,159316,0,,3.0,7.5,1.0,1.0,3,59.1589722451,M,U,60.27993388,577600.0,120743.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
7862,159319,1,100.0,2.9,6.5,1.0,2.0,3,52.0,M,H,57.55407566,582800.0,120743.0,False,False,False,"(51, 59.159]","(37.25, 53.5]"
7863,159358,1,50.0,3.9,8.5,1.4,3.4,2,75.0,M,H,53.08086024,395000.0,64712.0,False,False,False,"(69, 86]","(69.75, 86]"
7864,159367,0,,2.5,4.25,0.8,0.8,4,55.0,M,H,55.68360067,432200.0,73564.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
7865,159417,1,125.0,3.65,8.25,1.4,3.2,4,38.0,F,U,52.17071279,257400.0,53513.4573612,False,False,True,"[21, 51]","(37.25, 53.5]"
7866,159424,1,375.0,3.9,7.5,1.4,2.6,2,73.0,M,H,62.96053118,327600.0,53513.4573612,False,False,True,"(69, 86]","(69.75, 86]"
7867,159439,1,25.0,3.15,6.75,1.2,2.8,1,59.1589722451,M,U,47.9928977,43900.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
7868,159450,0,,3.0,6.0,1.0,2.0,1,65.0,F,H,49.20387059,82100.0,28036.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
7869,159458,0,,3.25,8.0,1.2,2.8,1,49.0,F,H,50.03768693,86400.0,40657.0,False,False,False,"[21, 51]","(37.25, 53.5]"
7870,159472,1,75.0,3.4,6.5,1.4,3.0,3,82.0,F,H,48.790949,62100.0,28578.0,False,False,False,"(69, 86]","(69.75, 86]"
7871,159506,1,50.0,3.65,8.0,1.4,3.0,1,59.1589722451,M,U,49.25327036,102900.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
7872,159507,1,100.0,3.4,4.25,1.2,1.4,2,74.0,F,H,57.78317365,92800.0,40987.0,False,False,False,"(69, 86]","(69.75, 86]"
7873,159520,0,,2.75,7.25,1.2,3.0,1,31.0,F,H,49.98829513,90300.0,78798.0,False,False,False,"[21, 51]","(20.935, 37.25]"
7874,159550,1,50.0,4.15,9.0,1.4,1.2,3,39.0,M,H,54.52032502,83800.0,29091.0,False,False,False,"[21, 51]","(37.25, 53.5]"
7875,159553,1,35.0,2.4,7.0,0.8,2.6,1,61.0,M,H,50.3326637,100900.0,47240.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
7876,159562,1,10.0,3.9,8.0,1.4,2.8,4,59.1589722451,F,H,50.60581285,54600.0,25125.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
7877,159578,0,,3.25,8.0,1.2,3.0,2,55.0,F,H,57.43364319,75800.0,40549.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
7878,159579,0,,3.25,7.75,1.2,1.2,4,51.0,M,H,54.624811,107500.0,40549.0,False,False,False,"[21, 51]","(37.25, 53.5]"
7879,159591,0,,3.0,8.5,1.2,3.4,2,67.0,F,U,49.65635375,49500.0,28821.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
7880,159623,1,100.0,3.15,6.75,1.0,2.0,3,49.0,F,U,50.92038784,39700.0,50097.0,False,False,False,"[21, 51]","(37.25, 53.5]"
7881,159651,0,,3.25,3.25,1.2,1.2,4,59.1589722451,U,U,48.90029308,61100.0,31524.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
7882,159659,0,,3.25,7.5,1.2,3.0,1,21.0,M,U,49.32178259,98800.0,50000.0,False,False,False,"[21, 51]","(20.935, 37.25]"
7883,159696,1,75.0,2.9,3.75,1.0,1.2,4,43.0,F,H,50.76257475,139200.0,36250.0,False,False,False,"[21, 51]","(37.25, 53.5]"
7884,159721,1,175.0,3.4,8.0,1.4,1.2,3,59.0,F,H,54.2902871,68300.0,36250.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
7885,159726,0,,3.25,8.0,0.8,2.6,1,59.1589722451,F,U,49.11101879,64800.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
7886,159750,1,45.0,3.9,8.5,1.4,3.4,1,79.0,M,H,49.29330758,94600.0,50461.0,False,False,False,"(69, 86]","(69.75, 86]"
7887,159754,0,,3.25,7.75,1.2,2.8,1,67.0,F,H,57.59236636,92500.0,50461.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
7888,159821,0,,3.25,8.25,1.2,1.2,3,35.0,M,H,54.43749757,72400.0,46836.0,False,False,False,"[21, 51]","(20.935, 37.25]"
7889,159826,1,25.0,3.15,7.5,1.0,2.4,3,73.0,F,H,51.85254147,129200.0,46836.0,False,False,False,"(69, 86]","(69.75, 86]"
7890,159851,0,,3.5,7.25,1.2,2.6,2,58.0,F,H,49.56834333,81600.0,31635.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
7891,159852,0,,3.25,8.0,1.2,3.0,4,69.0,F,H,50.84573393,76800.0,31635.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
7892,159868,1,75.0,3.65,8.75,1.4,3.4,2,74.0,F,H,49.88250919,71400.0,31635.0,False,False,False,"(69, 86]","(69.75, 86]"
7893,159883,1,50.0,3.65,7.75,1.4,3.0,1,75.0,F,H,48.81379706,55400.0,24833.0,False,False,False,"(69, 86]","(69.75, 86]"
7894,159891,0,,2.75,8.0,1.2,3.2,2,59.0,U,U,49.8886549,94500.0,53513.4573612,False,False,True,"(51, 59.159]","(53.5, 69.75]"
7895,159910,0,,3.25,8.25,1.2,3.0,1,54.0,F,H,57.43298915,87000.0,42300.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
7896,159911,0,,2.0,5.75,0.8,0.8,4,70.0,F,U,53.37370398,79000.0,53513.4573612,False,False,True,"(69, 86]","(69.75, 86]"
7897,159933,0,,3.25,7.75,1.2,1.2,2,47.0,F,H,53.62380625,100800.0,42300.0,False,False,False,"[21, 51]","(37.25, 53.5]"
7898,160002,1,125.0,3.65,7.75,1.2,2.8,2,65.0,M,H,60.83802933,69900.0,45681.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
7899,160012,0,,3.25,8.5,1.2,3.4,4,73.0,M,U,50.27665353,86200.0,53513.4573612,False,False,True,"(69, 86]","(69.75, 86]"
7900,160032,1,125.0,3.65,8.75,1.4,1.2,2,59.1589722451,F,U,62.83427233,87200.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
7901,160034,0,,2.75,7.75,1.2,3.4,1,41.0,M,U,48.97179135,118400.0,53513.4573612,False,False,True,"[21, 51]","(37.25, 53.5]"
7902,160103,1,25.0,3.65,8.5,1.4,3.2,1,61.0,F,H,48.3521656,112179.202755,53513.4573612,False,True,True,"(59.159, 69]","(53.5, 69.75]"
7903,160128,0,,1.75,4.25,0.6,1.4,1,75.0,F,H,51.43316575,226200.0,61230.0,False,False,False,"(69, 86]","(69.75, 86]"
7904,160147,0,,3.0,8.25,1.0,1.0,3,47.0,U,U,73.55585373,229700.0,53513.4573612,False,False,True,"[21, 51]","(37.25, 53.5]"
7905,160156,1,25.0,3.4,7.5,1.2,2.6,1,71.0,F,U,51.12878309,183200.0,55781.0,False,False,False,"(69, 86]","(69.75, 86]"
7906,160178,1,175.0,3.4,8.5,1.2,1.0,3,79.0,M,H,57.06634426,239900.0,58354.0,False,False,False,"(69, 86]","(69.75, 86]"
7907,160196,1,50.0,3.15,7.75,1.2,2.8,1,46.0,F,H,53.04251186,346100.0,57132.0,False,False,False,"[21, 51]","(37.25, 53.5]"
7908,160204,0,,2.0,7.0,0.8,2.8,4,59.1589722451,M,H,53.50288513,267600.0,57132.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
