Zip Code,Adjusted Gross Income,Number of returns,Number of single returns,Number of joint returns,Number of head of household returns,Number with paid preparer's signature,Number of exemptions,Number of dependents,Total prepared returns,Number of volunteer income tax assistance (VITA) prepared returns,Number of tax counseling for the elderly (TCE) prepared returns,"Number of volunteer prepared 
returns with
Earned Income Credit",Number of refund anticipation loan returns,Number of refund anticipation check returns,Number of elderly returns [3],Adjusted gross income (AGI) [4],Number of returns.1,Total Income Amount
99006,"$50,000 under $75,000",920,210,620,70,450,2310,770,0,0,0,0,0,100,320,56523,920,57061
99006,"$75,000 under $100,000",570,50,500,30,290,1600,530,0,0,0,0,0,40,180,49461,570,49946
99006,"$100,000 under $200,000",600,40,550,0,330,1720,570,0,0,0,0,0,30,200,78341,600,79253
99006,"$200,000 or more",90,0,80,0,70,270,100,0,0,0,0,0,0,30,35638,90,36636
99008,"$1 under $25,000",80,60,0,0,30,80,0,0,0,0,0,0,0,30,936,80,936
99008,"$25,000 under $50,000",60,40,40,0,30,130,60,0,0,0,0,0,40,0,2098,60,2098
99008,"$50,000 under $75,000",50,0,50,0,20,120,50,0,0,0,0,0,0,20,3086,50,3136
99008,"$75,000 under $100,000",20,0,0,0,30,50,0,0,0,0,0,0,0,0,1737,20,1737
99008,"$100,000 under $200,000",40,0,30,0,0,110,40,0,0,0,0,0,0,0,5847,40,5847
99008,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99009,"$1 under $25,000",580,360,140,80,190,920,260,50,0,50,0,0,70,180,7629,580,7762
99009,"$25,000 under $50,000",410,170,160,70,170,900,330,0,0,0,0,0,80,100,14691,410,14860
99009,"$50,000 under $75,000",260,50,190,30,110,670,220,0,0,0,0,0,30,90,16067,260,16291
99009,"$75,000 under $100,000",170,30,140,0,80,440,130,0,0,0,0,0,20,50,14412,170,14602
99009,"$100,000 under $200,000",150,0,160,0,100,410,130,0,0,0,0,0,0,50,19530,150,19871
99009,"$200,000 or more",20,0,0,0,0,50,0,0,0,0,0,0,0,0,7776,20,7776
99011,"$1 under $25,000",460,360,90,0,100,630,110,0,0,0,0,0,70,0,8312,460,8384
99011,"$25,000 under $50,000",360,40,290,40,100,1070,420,0,0,0,0,0,100,0,13067,360,13157
99011,"$50,000 under $75,000",140,0,130,0,40,500,230,0,0,0,0,0,50,0,8518,140,8602
99011,"$75,000 under $100,000",60,0,60,0,30,210,90,0,0,0,0,0,0,0,5001,60,5072
99011,"$100,000 under $200,000",40,0,30,0,0,130,60,0,0,0,0,0,0,0,4638,40,4638
99011,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99012,"$1 under $25,000",120,90,20,0,50,170,40,0,0,0,0,0,0,30,1459,120,1501
99012,"$25,000 under $50,000",110,50,50,30,50,240,80,0,0,0,0,0,40,30,3898,110,3940
99012,"$50,000 under $75,000",60,20,50,0,30,180,70,0,0,0,0,0,0,30,3811,60,3906
99012,"$75,000 under $100,000",40,0,40,0,20,120,40,0,0,0,0,0,0,0,3783,40,3783
99012,"$100,000 under $200,000",60,0,60,0,40,180,60,0,0,0,0,0,0,30,8918,60,9042
99012,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99013,"$1 under $25,000",140,80,30,30,50,250,90,0,0,0,0,0,40,20,1662,140,1706
99013,"$25,000 under $50,000",100,50,40,30,40,230,90,0,0,0,0,0,40,30,3552,100,3552
99013,"$50,000 under $75,000",50,0,30,0,20,130,50,0,0,0,0,0,0,30,3112,50,3161
99013,"$75,000 under $100,000",30,0,30,0,30,110,60,0,0,0,0,0,0,0,2897,30,2897
99013,"$100,000 under $200,000",30,0,20,0,0,60,0,0,0,0,0,0,0,0,3461,30,3461
99013,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99016,"$1 under $25,000",1890,1400,300,190,640,2320,520,50,0,50,0,0,220,480,23278,1890,23678
99016,"$25,000 under $50,000",1320,630,470,200,490,2530,760,50,0,50,0,0,190,360,48054,1320,48669
99016,"$50,000 under $75,000",1000,330,560,100,430,2320,760,0,0,0,0,0,130,270,62080,1000,62766
99016,"$75,000 under $100,000",790,110,640,40,320,2200,770,0,0,0,0,0,70,190,68471,790,69202
99016,"$100,000 under $200,000",1130,120,980,40,570,3390,1280,0,0,0,0,0,70,240,150831,1130,152551
99016,"$200,000 or more",270,0,250,0,170,940,420,0,0,0,0,0,0,50,101239,270,103697
99018,"$1 under $25,000",40,0,0,0,0,70,0,0,0,0,0,0,0,0,489,40,489
99018,"$25,000 under $50,000",40,40,40,0,50,100,70,0,0,0,0,0,0,40,1407,40,1407
99018,"$50,000 under $75,000",30,0,30,0,0,80,0,0,0,0,0,0,0,0,2916,30,2916
99018,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99018,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99018,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99019,"$1 under $25,000",1300,1010,150,130,460,1390,320,0,0,0,0,0,110,290,14917,1300,15180
99019,"$25,000 under $50,000",940,520,270,130,360,1660,460,40,0,40,0,0,130,270,34158,940,34802
99019,"$50,000 under $75,000",680,270,320,80,320,1420,410,0,0,0,0,0,60,220,42536,680,43169
99019,"$75,000 under $100,000",600,130,430,30,270,1520,490,0,0,0,0,0,40,180,52210,600,52899
99019,"$100,000 under $200,000",1140,110,970,60,570,3340,1240,0,0,0,0,0,50,310,156046,1140,158398
99019,"$200,000 or more",490,40,430,0,350,1540,620,0,0,0,0,0,0,120,224766,490,229622
99021,"$1 under $25,000",1390,1020,210,150,470,1660,380,40,0,40,0,0,150,330,16551,1390,16774
99021,"$25,000 under $50,000",880,450,290,140,360,1620,460,0,0,0,0,0,130,250,32258,880,32660
99021,"$50,000 under $75,000",640,170,400,60,290,1530,490,0,0,0,0,0,70,210,39636,640,40222
99021,"$75,000 under $100,000",470,50,390,40,210,1290,430,0,0,0,0,0,40,150,40774,470,41160
99021,"$100,000 under $200,000",750,50,690,0,360,2200,760,0,0,0,0,0,30,220,98672,750,99868
99021,"$200,000 or more",160,0,150,0,120,510,200,0,0,0,0,0,0,50,68992,160,70715
99022,"$1 under $25,000",1180,880,140,140,310,1490,370,60,0,60,0,0,160,280,15217,1180,15413
99022,"$25,000 under $50,000",1040,530,350,150,320,2000,610,50,0,50,0,0,200,260,37633,1040,38000
99022,"$50,000 under $75,000",660,190,410,50,260,1530,460,40,0,40,0,0,80,200,40996,660,41382
99022,"$75,000 under $100,000",490,50,420,30,190,1270,360,0,0,0,0,0,50,170,42008,490,42321
99022,"$100,000 under $200,000",500,30,460,0,220,1340,390,0,0,0,0,0,20,160,64181,500,64950
99022,"$200,000 or more",50,0,50,0,30,130,40,0,0,0,0,0,0,20,12588,50,12588
99023,"$1 under $25,000",80,70,30,0,30,80,30,0,0,0,0,0,0,0,954,80,954
99023,"$25,000 under $50,000",40,40,0,0,20,80,0,0,0,0,0,0,0,40,1563,40,1657
99023,"$50,000 under $75,000",40,0,40,0,20,80,20,0,0,0,0,0,0,0,2134,40,2134
99023,"$75,000 under $100,000",20,0,0,0,0,60,20,0,0,0,0,0,0,20,1803,20,1803
99023,"$100,000 under $200,000",50,0,50,0,40,150,60,0,0,0,0,0,0,0,6782,50,7024
99023,"$200,000 or more",20,0,20,0,0,70,30,0,0,0,0,0,0,0,7529,20,7529
99025,"$1 under $25,000",760,550,130,70,250,910,200,20,0,20,0,0,80,180,8988,760,9156
99025,"$25,000 under $50,000",510,250,190,70,190,990,290,30,0,30,0,0,70,130,19184,510,19416
99025,"$50,000 under $75,000",360,90,230,50,160,850,260,0,0,0,0,0,40,110,22178,360,22443
99025,"$75,000 under $100,000",310,40,250,0,130,820,260,0,0,0,0,0,50,90,26430,310,26707
99025,"$100,000 under $200,000",400,40,360,0,190,1080,330,0,0,0,0,0,0,110,52174,400,52815
99025,"$200,000 or more",100,0,90,0,80,260,80,0,0,0,0,0,0,30,37507,100,38471
99026,"$1 under $25,000",1200,860,220,100,430,1440,300,30,0,30,0,0,100,330,14627,1200,14945
99026,"$25,000 under $50,000",780,380,300,80,340,1470,400,0,0,0,0,0,90,290,28686,780,29138
99026,"$50,000 under $75,000",660,160,450,40,300,1500,390,0,0,0,0,0,70,240,40979,660,41577
99026,"$75,000 under $100,000",590,80,470,40,310,1520,460,0,0,0,0,0,40,220,51201,590,51840
99026,"$100,000 under $200,000",830,60,760,0,400,2320,730,0,0,0,0,0,40,260,110052,830,111321
99026,"$200,000 or more",140,0,130,0,100,400,130,0,0,0,0,0,0,60,46668,140,47599
99027,"$1 under $25,000",1010,720,180,100,360,1270,240,50,0,50,0,0,120,290,12765,1010,12946
99027,"$25,000 under $50,000",740,390,260,90,300,1350,360,0,0,0,0,0,100,220,26478,740,26808
99027,"$50,000 under $75,000",440,120,280,30,190,1000,290,0,0,0,0,0,40,150,26976,440,27271
99027,"$75,000 under $100,000",330,50,250,30,150,850,270,0,0,0,0,0,30,100,28315,330,28525
99027,"$100,000 under $200,000",410,40,370,0,210,1100,330,0,0,0,0,0,30,110,54084,410,54660
99027,"$200,000 or more",70,0,70,0,60,200,60,0,0,0,0,0,0,20,33434,70,34407
99029,"$1 under $25,000",310,210,40,20,180,400,80,0,0,0,0,0,20,60,3900,310,3913
99029,"$25,000 under $50,000",140,70,60,30,70,280,80,0,0,0,0,0,20,50,5254,140,5323
99029,"$50,000 under $75,000",100,40,60,0,60,230,70,0,0,0,0,0,20,40,6215,100,6256
99029,"$75,000 under $100,000",80,0,60,0,40,200,60,0,0,0,0,0,0,30,6605,80,6659
99029,"$100,000 under $200,000",80,0,80,0,50,230,70,0,0,0,0,0,0,30,10794,80,10834
99029,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99030,"$1 under $25,000",140,100,0,0,60,160,40,0,0,0,0,0,0,40,1563,140,1593
99030,"$25,000 under $50,000",110,50,60,40,60,210,60,0,0,0,0,0,50,20,3978,110,4001
99030,"$50,000 under $75,000",90,30,70,0,50,220,70,0,0,0,0,0,0,30,5645,90,5722
99030,"$75,000 under $100,000",50,0,40,0,30,120,30,0,0,0,0,0,0,20,3996,50,3996
99030,"$100,000 under $200,000",70,0,60,0,50,200,60,0,0,0,0,0,0,30,10587,70,10745
99030,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99031,"$1 under $25,000",210,150,30,20,80,230,40,0,0,0,0,0,20,60,2437,210,2448
99031,"$25,000 under $50,000",130,60,60,20,60,260,80,0,0,0,0,0,30,40,4520,130,4578
99031,"$50,000 under $75,000",100,40,70,0,50,230,70,0,0,0,0,0,0,30,5912,100,5994
99031,"$75,000 under $100,000",70,0,50,0,30,160,40,0,0,0,0,0,0,20,5759,70,5831
99031,"$100,000 under $200,000",100,0,90,0,60,260,80,0,0,0,0,0,0,30,19746,100,19958
99031,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99032,"$1 under $25,000",110,60,30,30,50,180,50,0,0,0,0,0,30,30,1476,110,1523
99032,"$25,000 under $50,000",70,40,30,0,40,140,40,0,0,0,0,0,0,50,2594,70,2594
99032,"$50,000 under $75,000",60,30,50,0,30,120,30,0,0,0,0,0,0,0,3298,60,3378
99032,"$75,000 under $100,000",20,0,0,0,30,60,20,0,0,0,0,0,0,30,1961,20,1961
99032,"$100,000 under $200,000",30,0,20,0,0,60,0,0,0,0,0,0,0,0,3463,30,3463
99032,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99033,"$1 under $25,000",130,80,30,30,60,210,80,0,0,0,0,0,30,30,1689,130,1689
99033,"$25,000 under $50,000",90,40,40,20,50,200,70,0,0,0,0,0,30,40,3431,90,3494
99033,"$50,000 under $75,000",60,30,40,0,30,130,30,0,0,0,0,0,0,30,3663,60,3663
99033,"$75,000 under $100,000",50,0,40,0,50,150,60,0,0,0,0,0,0,30,3835,50,3926
99033,"$100,000 under $200,000",30,0,20,0,0,80,30,0,0,0,0,0,0,0,4334,30,4334
99033,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99034,"$1 under $25,000",60,40,0,0,20,90,20,0,0,0,0,0,20,0,780,60,780
99034,"$25,000 under $50,000",60,20,50,0,40,130,50,0,0,0,0,0,0,40,2368,60,2399
99034,"$50,000 under $75,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99034,"$75,000 under $100,000",30,0,20,0,0,70,20,0,0,0,0,0,0,0,3238,30,3238
99034,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99034,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99036,"$1 under $25,000",210,170,30,0,90,210,40,0,0,0,0,0,0,50,2369,210,2442
99036,"$25,000 under $50,000",140,70,60,30,70,270,70,0,0,0,0,0,30,50,5178,140,5279
99036,"$50,000 under $75,000",90,20,60,0,50,210,50,0,0,0,0,0,0,40,5595,90,5653
99036,"$75,000 under $100,000",80,20,70,0,40,220,70,0,0,0,0,0,0,30,6709,80,6839
99036,"$100,000 under $200,000",160,0,150,0,90,500,180,0,0,0,0,0,0,60,22096,160,22442
99036,"$200,000 or more",60,0,50,0,40,180,80,0,0,0,0,0,0,0,20149,60,20492
99037,"$1 under $25,000",2520,1890,320,280,760,3020,680,50,0,50,0,0,290,450,32140,2520,32721
99037,"$25,000 under $50,000",1800,950,530,290,640,3290,970,40,0,40,0,0,290,400,64965,1800,65920
99037,"$50,000 under $75,000",1050,350,580,110,450,2390,770,0,0,0,0,0,110,320,64934,1050,65815
99037,"$75,000 under $100,000",790,120,620,40,360,2040,620,0,0,0,0,0,60,260,68515,790,69371
99037,"$100,000 under $200,000",1080,80,970,40,540,3110,1050,0,0,0,0,0,40,310,143312,1080,145033
99037,"$200,000 or more",270,20,230,0,190,750,260,0,0,0,0,0,0,90,102314,270,104372
99040,"$1 under $25,000",170,80,40,60,60,360,190,0,0,0,0,0,60,40,2054,170,2054
99040,"$25,000 under $50,000",130,60,0,70,40,320,170,0,0,0,0,0,50,0,4638,130,4661
99040,"$50,000 under $75,000",50,0,20,20,30,170,90,0,0,0,0,0,30,30,3324,50,3336
99040,"$75,000 under $100,000",40,0,30,0,0,120,50,0,0,0,0,0,0,0,3901,40,3901
99040,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99040,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99101,"$1 under $25,000",210,120,70,40,80,360,110,0,0,0,0,0,20,60,2756,210,2796
99101,"$25,000 under $50,000",140,50,80,0,70,340,120,0,0,0,0,0,40,50,5092,140,5195
99101,"$50,000 under $75,000",100,30,70,0,60,240,80,0,0,0,0,0,0,40,5832,100,5864
99101,"$75,000 under $100,000",40,0,40,0,30,110,30,0,0,0,0,0,0,30,3648,40,3744
99101,"$100,000 under $200,000",40,0,40,0,20,110,40,0,0,0,0,0,0,0,6455,40,6455
99101,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99103,"$1 under $25,000",70,50,0,0,40,70,0,0,0,0,0,0,0,20,717,70,746
99103,"$25,000 under $50,000",60,40,40,0,50,120,40,0,0,0,0,0,0,30,1984,60,1984
99103,"$50,000 under $75,000",30,0,20,0,0,80,30,0,0,0,0,0,0,0,1946,30,1946
99103,"$75,000 under $100,000",30,0,20,0,20,90,30,0,0,0,0,0,0,30,2801,30,2874
99103,"$100,000 under $200,000",30,0,30,0,20,100,40,0,0,0,0,0,0,0,4778,30,4778
99103,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99109,"$1 under $25,000",800,480,200,120,310,1230,320,0,0,0,0,0,90,280,9897,800,10083
99109,"$25,000 under $50,000",580,230,250,80,270,1240,410,0,0,0,0,0,80,190,20756,580,21016
99109,"$50,000 under $75,000",310,100,210,30,180,730,210,0,0,0,0,0,40,140,19275,310,19453
99109,"$75,000 under $100,000",210,0,190,0,130,540,150,0,0,0,0,0,0,90,18109,210,18254
99109,"$100,000 under $200,000",210,20,190,0,140,540,140,0,0,0,0,0,0,110,27017,210,27287
99109,"$200,000 or more",40,0,30,0,30,110,30,0,0,0,0,0,0,0,13901,40,14158
99110,"$1 under $25,000",290,180,60,50,110,430,120,0,0,0,0,0,30,70,3552,290,3582
99110,"$25,000 under $50,000",170,70,70,40,70,380,140,0,0,0,0,0,50,40,6139,170,6206
99110,"$50,000 under $75,000",90,40,60,0,40,250,100,0,0,0,0,0,0,20,5836,90,5937
99110,"$75,000 under $100,000",70,0,50,0,30,210,90,0,0,0,0,0,0,30,5459,70,5459
99110,"$100,000 under $200,000",70,0,60,0,50,230,100,0,0,0,0,0,0,0,10999,70,11120
99110,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99111,"$1 under $25,000",580,420,90,70,270,690,160,0,0,0,0,0,80,160,7026,580,7209
99111,"$25,000 under $50,000",470,250,160,50,240,880,260,0,0,0,0,0,50,150,17187,470,17573
99111,"$50,000 under $75,000",310,90,200,30,190,720,210,0,0,0,0,0,30,110,19515,310,19871
99111,"$75,000 under $100,000",240,50,200,0,140,680,250,0,0,0,0,0,20,70,20539,240,20894
99111,"$100,000 under $200,000",230,0,220,0,150,640,190,0,0,0,0,0,0,100,30133,230,31335
99111,"$200,000 or more",30,0,30,0,30,90,30,0,0,0,0,0,0,0,9303,30,9303
99113,"$1 under $25,000",120,100,0,20,70,80,0,0,0,0,0,0,20,20,1385,120,1385
99113,"$25,000 under $50,000",80,50,40,0,50,140,50,0,0,0,0,0,0,50,3152,80,3261
99113,"$50,000 under $75,000",60,30,40,0,30,150,50,0,0,0,0,0,0,0,3769,60,3848
99113,"$75,000 under $100,000",60,0,50,0,40,160,50,0,0,0,0,0,0,30,5010,60,5079
99113,"$100,000 under $200,000",70,0,60,0,50,210,70,0,0,0,0,0,0,20,10714,70,10903
99113,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99114,"$1 under $25,000",1980,1260,440,260,790,2980,820,20,0,20,0,0,270,590,25269,1980,25718
99114,"$25,000 under $50,000",1230,550,510,160,560,2500,760,0,0,0,0,0,200,370,44715,1230,45407
99114,"$50,000 under $75,000",780,190,540,50,400,1850,530,0,0,0,0,0,60,300,48496,780,49111
99114,"$75,000 under $100,000",510,60,440,20,260,1290,350,0,0,0,0,0,30,220,44156,510,44781
99114,"$100,000 under $200,000",520,60,460,0,310,1400,420,0,0,0,0,0,20,180,67145,520,68055
99114,"$200,000 or more",110,0,100,0,90,290,80,0,0,0,0,0,0,60,35333,110,36046
99115,"$1 under $25,000",200,120,50,40,80,280,60,0,0,0,0,0,20,80,2398,200,2445
99115,"$25,000 under $50,000",110,50,50,0,60,210,50,0,0,0,0,0,20,50,4000,110,4071
99115,"$50,000 under $75,000",80,30,60,0,40,200,60,0,0,0,0,0,0,40,4916,80,5062
99115,"$75,000 under $100,000",40,0,30,0,20,100,40,0,0,0,0,0,0,30,3274,40,3274
99115,"$100,000 under $200,000",50,0,50,0,40,150,50,0,0,0,0,0,0,0,10263,50,10333
99115,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99116,"$1 under $25,000",190,130,20,30,50,250,70,20,0,20,0,0,30,60,2375,190,2420
99116,"$25,000 under $50,000",150,70,30,40,50,290,110,30,0,30,0,0,40,60,5521,150,5521
99116,"$50,000 under $75,000",120,50,40,30,40,230,80,0,0,0,0,0,30,50,7056,120,7148
99116,"$75,000 under $100,000",70,20,50,0,30,170,40,0,0,0,0,0,0,50,6321,70,6321
99116,"$100,000 under $200,000",70,0,60,0,40,220,80,0,0,0,0,0,0,30,9851,70,9893
99116,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99117,"$1 under $25,000",70,40,40,0,30,90,30,0,0,0,0,0,0,30,760,70,801
99117,"$25,000 under $50,000",40,30,0,0,20,70,0,0,0,0,0,0,0,30,1498,40,1498
99117,"$50,000 under $75,000",40,0,40,0,20,90,40,0,0,0,0,0,0,0,2263,40,2288
99117,"$75,000 under $100,000",20,0,0,0,30,50,0,0,0,0,0,0,0,20,1713,20,1713
99117,"$100,000 under $200,000",20,0,20,0,0,70,20,0,0,0,0,0,0,0,3320,20,3320
99117,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99118,"$1 under $25,000",130,90,30,0,40,180,40,0,0,0,0,0,30,50,1384,130,1418
99118,"$25,000 under $50,000",60,20,30,0,20,120,40,0,0,0,0,0,0,30,2056,60,2095
99118,"$50,000 under $75,000",50,30,30,0,40,120,30,0,0,0,0,0,0,20,3321,50,3321
99118,"$75,000 under $100,000",30,0,30,0,0,80,30,0,0,0,0,0,0,30,2751,30,2803
99118,"$100,000 under $200,000",40,0,30,0,20,90,20,0,0,0,0,0,0,0,4601,40,4601
99118,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99119,"$1 under $25,000",170,110,40,20,60,230,60,0,0,0,0,0,20,60,1989,170,2036
99119,"$25,000 under $50,000",100,40,50,20,50,210,60,0,0,0,0,0,20,40,3841,100,3841
99119,"$50,000 under $75,000",60,30,40,0,30,120,40,0,0,0,0,0,0,30,3504,60,3569
99119,"$75,000 under $100,000",40,0,30,0,20,90,0,0,0,0,0,0,0,20,3298,40,3298
99119,"$100,000 under $200,000",50,0,50,0,20,150,50,0,0,0,0,0,0,20,9056,50,9056
99119,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99122,"$1 under $25,000",510,340,110,60,210,720,190,0,0,0,0,0,60,170,6337,510,6438
99122,"$25,000 under $50,000",370,150,170,70,180,760,220,0,0,0,0,0,50,140,13485,370,13659
99122,"$50,000 under $75,000",250,70,170,0,140,670,240,0,0,0,0,0,30,100,15651,250,15797
99122,"$75,000 under $100,000",180,30,160,0,110,550,200,0,0,0,0,0,0,80,15875,180,16039
99122,"$100,000 under $200,000",190,0,170,0,130,510,150,0,0,0,0,0,0,90,25035,190,26029
99122,"$200,000 or more",30,0,30,0,30,90,40,0,0,0,0,0,0,0,14800,30,14800
99123,"$1 under $25,000",150,110,30,0,40,190,40,20,0,20,0,0,40,50,1920,150,1950
99123,"$25,000 under $50,000",100,70,40,40,40,190,50,30,0,30,0,0,0,50,3848,100,3848
99123,"$50,000 under $75,000",70,0,50,0,30,170,40,0,0,0,0,0,20,40,4602,70,4626
99123,"$75,000 under $100,000",70,30,50,0,30,140,20,0,0,0,0,0,0,40,5885,70,5885
99123,"$100,000 under $200,000",100,0,90,0,40,250,70,0,0,0,0,0,0,30,13264,100,13299
99123,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99125,"$1 under $25,000",80,60,0,0,40,100,30,0,0,0,0,0,30,20,862,80,908
99125,"$25,000 under $50,000",80,60,40,0,30,160,50,0,0,0,0,0,0,20,3015,80,3015
99125,"$50,000 under $75,000",40,0,30,0,30,90,30,0,0,0,0,0,0,30,2539,40,2606
99125,"$75,000 under $100,000",40,0,30,0,30,100,30,0,0,0,0,0,0,0,3721,40,3721
99125,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99125,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99126,"$1 under $25,000",110,60,40,0,50,230,100,0,0,0,0,0,0,30,1429,110,1495
99126,"$25,000 under $50,000",90,40,50,0,40,190,50,0,0,0,0,0,0,60,3099,90,3099
99126,"$50,000 under $75,000",40,0,40,0,30,110,30,0,0,0,0,0,0,0,2668,40,2727
99126,"$75,000 under $100,000",30,0,30,0,0,80,30,0,0,0,0,0,0,20,2439,30,2439
99126,"$100,000 under $200,000",30,0,30,0,20,80,20,0,0,0,0,0,0,0,5265,30,5265
99126,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99128,"$1 under $25,000",40,30,0,0,20,50,0,0,0,0,0,0,0,0,486,40,486
99128,"$25,000 under $50,000",50,30,30,0,30,80,0,0,0,0,0,0,0,40,2049,50,2119
99128,"$50,000 under $75,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99128,"$75,000 under $100,000",40,0,40,0,30,110,50,0,0,0,0,0,0,0,4433,40,4433
99128,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99128,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99129,"$1 under $25,000",110,60,20,40,40,190,60,0,0,0,0,0,30,30,1377,110,1420
99129,"$25,000 under $50,000",60,30,40,0,30,140,50,0,0,0,0,0,20,20,2322,60,2322
99129,"$50,000 under $75,000",30,0,0,0,20,60,30,0,0,0,0,0,0,20,1529,30,1529
99129,"$75,000 under $100,000",20,0,20,0,0,50,0,0,0,0,0,0,0,0,2082,20,2082
99129,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99129,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99130,"$1 under $25,000",120,90,0,30,50,150,30,0,0,0,0,0,0,40,1421,120,1441
99130,"$25,000 under $50,000",100,50,60,0,60,200,60,0,0,0,0,0,40,30,3714,100,3818
99130,"$50,000 under $75,000",60,20,40,0,40,120,30,0,0,0,0,0,0,20,3588,60,3588
99130,"$75,000 under $100,000",40,0,40,0,20,120,40,0,0,0,0,0,0,30,3624,40,3687
99130,"$100,000 under $200,000",50,0,40,0,30,130,50,0,0,0,0,0,0,0,6497,50,6650
99130,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99133,"$1 under $25,000",230,160,30,30,60,310,80,40,0,40,0,0,30,70,2975,230,3015
99133,"$25,000 under $50,000",160,70,60,20,70,290,80,30,0,30,0,0,30,70,5764,160,5823
99133,"$50,000 under $75,000",100,40,50,20,40,220,70,0,0,0,0,0,20,40,6109,100,6240
99133,"$75,000 under $100,000",70,30,50,0,40,150,30,0,0,0,0,0,0,30,5864,70,5864
99133,"$100,000 under $200,000",120,0,100,0,70,280,60,0,0,0,0,0,0,60,16781,120,16959
99133,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99134,"$1 under $25,000",90,50,20,0,30,120,20,0,0,0,0,0,20,30,1051,90,1086
99134,"$25,000 under $50,000",70,40,30,0,40,130,30,0,0,0,0,0,0,40,2463,70,2463
99134,"$50,000 under $75,000",30,0,20,0,30,80,40,0,0,0,0,0,0,0,1619,30,1619
99134,"$75,000 under $100,000",20,0,20,0,0,50,0,0,0,0,0,0,0,30,1854,20,1919
99134,"$100,000 under $200,000",40,0,40,0,30,110,30,0,0,0,0,0,0,0,6283,40,6283
99134,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99135,"$1 under $25,000",40,20,0,0,0,60,20,0,0,0,0,0,0,0,412,40,412
99135,"$25,000 under $50,000",20,20,30,0,40,40,30,0,0,0,0,0,0,40,787,20,787
99135,"$50,000 under $75,000",20,0,0,0,0,60,0,0,0,0,0,0,0,0,1323,20,1387
99135,"$75,000 under $100,000",30,0,30,0,20,90,30,0,0,0,0,0,0,0,3341,30,3341
99135,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99135,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
